ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
33275,Southeast,Cultural Area,,
33276,Southeast,Cultural Area,,
33277,Leflore,Place found,33.52,-90.22
33277,Oklahoma,Place found,35,-98
33277,Le Flore,Place found,34.9,-94.73
33277,Southeast,Cultural Area,,
33277,Spiro Mounds,Place found,,
33277,Craig Mound,Place found,,
33278,Southeast,Cultural Area,,
33279,Leflore county,Place found,33.52,-90.22
33279,Oklahoma,Place found,35,-98
33279,Le Flore,Place found,34.9,-94.73
33279,Spiro,Place found,35.23,-94.62
33279,Southeast,Cultural Area,,
33279,Spiro Mounds,Place found,,
33279,Craig Mound,Place found,,
33280,Leflore county,Place found,33.52,-90.22
33280,Oklahoma,Place found,35,-98
33280,Le Flore,Place found,34.9,-94.73
33280,Spiro,Place found,35.23,-94.62
33280,Southeast,Cultural Area,,
33280,Spiro Mounds,Place found,,
33280,Craig Mound,Place found,,
33281,Oklahoma,Place found,35,-98
33281,Le Flore,Place found,34.9,-94.73
33281,Spiro,Place found,35.23,-94.62
33281,Southeast,Cultural Area,,
33281,Southeast,Cultural Area,,
33282,Oklahoma,Place found,35,-98
33282,Le Flore,Place found,34.9,-94.73
33282,Spiro,Place found,35.23,-94.62
33282,Southeast,Cultural Area,,
33282,Southeast,Cultural Area,,
33283,Southeast,Cultural Area,,
33284,Southeast,Cultural Area,,
33285,Southeast,Cultural Area,,
33286,Oklahoma,Place found,35,-98
33286,Le Flore,Place found,34.9,-94.73
33286,Southeast,Cultural Area,,
33287,Mesoamerica,Cultural Area,,
33288,Oklahoma,Place found,35,-98
33288,Le Flore,Place found,34.9,-94.73
33288,Spiro,Place found,35.23,-94.62
33288,Southeast,Cultural Area,,
33289,Southeast,Cultural Area,,
33290,Southeast,Cultural Area,,
33291,Alaska,Place found,65,-153
33291,Arctic,Cultural Area,,
33292,Oklahoma,Place found,35,-98
33292,Le Flore,Place found,34.9,-94.73
33292,Spiro,Place found,35.23,-94.62
33292,Southeast,Cultural Area,,
33292,Southeast,Cultural Area,,
33293,Southeast,Cultural Area,,
33294,Alaska,Place found,65,-153
33294,Teller,Place found,65.25,-166.35
33294,Arctic,Cultural Area,,
33295,México,Place found,23,-102
33295,Mesoamerica,Cultural Area,,
33295,Mesoamerica,Cultural Area,,
33296,Southeast,Cultural Area,,
33297,Southeast,Cultural Area,,
33298,Southeast,Cultural Area,,
33299,Southeast,Cultural Area,,
33300,Mesoamerica,Cultural Area,,
33301,Mesoamerica,Cultural Area,,
33302,Southeast,Cultural Area,,
33303,Southeast,Cultural Area,,
33304,Illinois,Place found,40,-89
33304,Calhoun,Place found,39.17,-90.65
33304,Northeast,Cultural Area,,
33304,Northeast,Cultural Area,,
33304,Wilson Site,Place found,,
33305,Northeast,Cultural Area,,
33306,Arctic,Cultural Area,,
33307,Leflore county,Place found,33.52,-90.22
33307,Oklahoma,Place found,35,-98
33307,Le Flore,Place found,34.9,-94.73
33307,Spiro,Place found,35.23,-94.62
33307,Southeast,Cultural Area,,
33307,Spiro Mounds,Place found,,
33307,Craig Mound,Place found,,
33308,Leflore county,Place found,33.52,-90.22
33308,Oklahoma,Place found,35,-98
33308,Le Flore,Place found,34.9,-94.73
33308,Spiro,Place found,35.23,-94.62
33308,Southeast,Cultural Area,,
33308,Spiro Mounds,Place found,,
33308,Craig Mound,Place found,,
33309,Arctic,Cultural Area,,
33310,Leflore county,Place found,33.52,-90.22
33310,Oklahoma,Place found,35,-98
33310,Le Flore,Place found,34.9,-94.73
33310,Spiro,Place found,35.23,-94.62
33310,Southeast,Cultural Area,,
33310,Spiro Mounds,Place found,,
33310,Craig Mound,Place found,,
33311,Leflore county,Place found,33.52,-90.22
33311,Oklahoma,Place found,35,-98
33311,Le Flore,Place found,34.9,-94.73
33311,Spiro,Place found,35.23,-94.62
33311,Southeast,Cultural Area,,
33311,Spiro Mounds,Place found,,
33311,Craig Mound,Place found,,
33312,Arkansas,Place found,35,-93
33312,Southeast,Cultural Area,,
33313,Arkansas,Place found,35,-93
33313,Southeast,Cultural Area,,
33314,Leflore county,Place found,33.52,-90.22
33314,Oklahoma,Place found,35,-98
33314,Le Flore,Place found,34.9,-94.73
33314,Spiro,Place found,35.23,-94.62
33314,Southeast,Cultural Area,,
33314,Spiro Mounds,Place found,,
33314,Craig Mound,Place found,,
33315,Leflore county,Place found,33.52,-90.22
33315,Oklahoma,Place found,35,-98
33315,Le Flore,Place found,34.9,-94.73
33315,Spiro,Place found,35.23,-94.62
33315,Southeast,Cultural Area,,
33315,Spiro Mounds,Place found,,
33315,Craig Mound,Place found,,
33316,Saint Lawrence Island,Place found,63.5,-170.43
33316,Arctic,Cultural Area,,
33317,Saint Lawrence Island,Place found,63.5,-170.43
33317,Arctic,Cultural Area,,
33318,Leflore county,Place found,33.52,-90.22
33318,Oklahoma,Place found,35,-98
33318,Le Flore,Place found,34.9,-94.73
33318,Spiro,Place found,35.23,-94.62
33318,Southeast,Cultural Area,,
33318,Spiro Mounds,Place found,,
33318,Craig Mound,Place found,,
33319,Leflore county,Place found,33.52,-90.22
33319,Oklahoma,Place found,35,-98
33319,Le Flore,Place found,34.9,-94.73
33319,Spiro,Place found,35.23,-94.62
33319,Spiro Mounds,Place found,,
33319,Craig Mound,Place found,,
33320,Saint Lawrence Island,Place found,63.5,-170.43
33320,Arctic,Cultural Area,,
33321,Leflore county,Place found,33.52,-90.22
33321,Oklahoma,Place found,35,-98
33321,Le Flore,Place found,34.9,-94.73
33321,Spiro,Place found,35.23,-94.62
33321,Southeast,Cultural Area,,
33321,Spiro Mounds,Place found,,
33321,Craig Mound,Place found,,
33322,Leflore county,Place found,33.52,-90.22
33322,Oklahoma,Place found,35,-98
33322,Le Flore,Place found,34.9,-94.73
33322,Spiro,Place found,35.23,-94.62
33322,Southeast,Cultural Area,,
33322,Spiro Mounds,Place found,,
33322,Craig Mound,Place found,,
33323,Arctic,Cultural Area,,
33324,Oklahoma,Place found,35,-98
33324,Le Flore,Place found,34.9,-94.73
33324,Southeast,Cultural Area,,
33325,Leflore county,Place found,33.52,-90.22
33325,Oklahoma,Place found,35,-98
33325,Le Flore,Place found,34.9,-94.73
33325,Spiro,Place found,35.23,-94.62
33325,Southeast,Cultural Area,,
33325,Spiro Mounds,Place found,,
33325,Craig Mound,Place found,,
33326,Arctic,Cultural Area,,
33327,Arctic,Cultural Area,,
33328,Leflore county,Place found,33.52,-90.22
33328,Oklahoma,Place found,35,-98
33328,Le Flore,Place found,34.9,-94.73
33328,Spiro,Place found,35.23,-94.62
33328,Southeast,Cultural Area,,
33328,Spiro Mounds,Place found,,
33328,Craig Mound,Place found,,
33329,Leflore county,Place found,33.52,-90.22
33329,Oklahoma,Place found,35,-98
33329,Le Flore,Place found,34.9,-94.73
33329,Spiro,Place found,35.23,-94.62
33329,Southeast,Cultural Area,,
33329,Spiro Mounds,Place found,,
33329,Craig Mound,Place found,,
33330,Alaska,Place found,65,-153
33330,Arctic,Cultural Area,,
33330,Southwest Alaska,Place found,,
33331,Leflore county,Place found,33.52,-90.22
33331,Oklahoma,Place found,35,-98
33331,Le Flore,Place found,34.9,-94.73
33331,Spiro,Place found,35.23,-94.62
33331,Southeast,Cultural Area,,
33331,Spiro Mounds,Place found,,
33331,Craig Mound,Place found,,
33332,Leflore county,Place found,33.52,-90.22
33332,Oklahoma,Place found,35,-98
33332,Le Flore,Place found,34.9,-94.73
33332,Spiro,Place found,35.23,-94.62
33332,Southeast,Cultural Area,,
33332,Spiro Mounds,Place found,,
33332,Craig Mound,Place found,,
33333,Arctic,Cultural Area,,
33334,Leflore county,Place found,33.52,-90.22
33334,Oklahoma,Place found,35,-98
33334,Le Flore,Place found,34.9,-94.73
33334,Spiro,Place found,35.23,-94.62
33334,Southeast,Cultural Area,,
33334,Spiro Mounds,Place found,,
33334,Craig Mound,Place found,,
33335,Leflore county,Place found,33.52,-90.22
33335,Oklahoma,Place found,35,-98
33335,Le Flore,Place found,34.9,-94.73
33335,Spiro,Place found,35.23,-94.62
33335,Southeast,Cultural Area,,
33335,Spiro Mounds,Place found,,
33335,Craig Mound,Place found,,
33336,Southwest,Cultural Area,,
33337,Leflore county,Place found,33.52,-90.22
33337,Oklahoma,Place found,35,-98
33337,Le Flore,Place found,34.9,-94.73
33337,Spiro,Place found,35.23,-94.62
33337,Southeast,Cultural Area,,
33337,Spiro Mounds,Place found,,
33337,Craig Mound,Place found,,
33338,Leflore county,Place found,33.52,-90.22
33338,Oklahoma,Place found,35,-98
33338,Le Flore,Place found,34.9,-94.73
33338,Spiro,Place found,35.23,-94.62
33338,Southeast,Cultural Area,,
33338,Spiro Mounds,Place found,,
33338,Craig Mound,Place found,,
33339,Saint Lawrence Island,Place found,63.5,-170.43
33339,Arctic,Cultural Area,,
33340,Southeast,Cultural Area,,
33341,Leflore county,Place found,33.52,-90.22
33341,Oklahoma,Place found,35,-98
33341,Le Flore,Place found,34.9,-94.73
33341,Spiro,Place found,35.23,-94.62
33341,Southeast,Cultural Area,,
33341,Spiro Mounds,Place found,,
33341,Craig Mound,Place found,,
33342,Saint Lawrence Island,Place found,63.5,-170.43
33342,Arctic,Cultural Area,,
33343,Leflore county,Place found,33.52,-90.22
33343,Oklahoma,Place found,35,-98
33343,Le Flore,Place found,34.9,-94.73
33343,Spiro,Place found,35.23,-94.62
33343,Southeast,Cultural Area,,
33343,Spiro Mounds,Place found,,
33343,Craig Mound,Place found,,
33344,Leflore county,Place found,33.52,-90.22
33344,Oklahoma,Place found,35,-98
33344,Le Flore,Place found,34.9,-94.73
33344,Spiro,Place found,35.23,-94.62
33344,Southeast,Cultural Area,,
33344,Spiro Mounds,Place found,,
33344,Craig Mound,Place found,,
33345,Shishmaref Inlet,Place found,66.27,-165.88
33345,Arctic,Cultural Area,,
33346,Leflore county,Place found,33.52,-90.22
33346,Oklahoma,Place found,35,-98
33346,Le Flore,Place found,34.9,-94.73
33346,Spiro,Place found,35.23,-94.62
33346,Southeast,Cultural Area,,
33346,Spiro Mounds,Place found,,
33346,Craig Mound,Place found,,
33347,Leflore county,Place found,33.52,-90.22
33347,Oklahoma,Place found,35,-98
33347,Le Flore,Place found,34.9,-94.73
33347,Spiro,Place found,35.23,-94.62
33347,Southeast,Cultural Area,,
33347,Spiro Mounds,Place found,,
33347,Craig Mound,Place found,,
33349,Southeast,Cultural Area,,
33350,Leflore county,Place found,33.52,-90.22
33350,Oklahoma,Place found,35,-98
33350,Le Flore,Place found,34.9,-94.73
33350,Spiro,Place found,35.23,-94.62
33350,Southeast,Cultural Area,,
33350,Spiro Mounds,Place found,,
33350,Craig Mound,Place found,,
33351,Saint Lawrence Island,Place found,63.5,-170.43
33351,Arctic,Cultural Area,,
33352,Saint Lawrence Island,Place found,63.5,-170.43
33352,Arctic,Cultural Area,,
33353,Leflore county,Place found,33.52,-90.22
33353,Oklahoma,Place found,35,-98
33353,Le Flore,Place found,34.9,-94.73
33353,Spiro,Place found,35.23,-94.62
33353,Southeast,Cultural Area,,
33353,Spiro Mounds,Place found,,
33353,Craig Mound,Place found,,
33354,Leflore county,Place found,33.52,-90.22
33354,Oklahoma,Place found,35,-98
33354,Le Flore,Place found,34.9,-94.73
33354,Spiro,Place found,35.23,-94.62
33354,Southeast,Cultural Area,,
33354,Spiro Mounds,Place found,,
33354,Craig Mound,Place found,,
33355,Alaska,Place found,65,-153
33355,Nome,Place found,64.5,-165.4
33355,Arctic,Cultural Area,,
33356,Leflore county,Place found,33.52,-90.22
33356,Oklahoma,Place found,35,-98
33356,Le Flore,Place found,34.9,-94.73
33356,Spiro,Place found,35.23,-94.62
33356,Southeast,Cultural Area,,
33356,Spiro Mounds,Place found,,
33356,Craig Mound,Place found,,
33357,Southeast,Cultural Area,,
33359,Southeast,Cultural Area,,
33360,Southeast,Cultural Area,,
33361,Southeast,Cultural Area,,
33362,Arctic,Cultural Area,,
33363,Arctic,Cultural Area,,
33364,Leflore county,Place found,33.52,-90.22
33364,Oklahoma,Place found,35,-98
33364,Le Flore,Place found,34.9,-94.73
33364,Spiro,Place found,35.23,-94.62
33364,Southeast,Cultural Area,,
33364,Spiro Mounds,Place found,,
33364,Craig Mound,Place found,,
33365,Southeast,Cultural Area,,
33366,Northeast,Cultural Area,,
33367,Arkansas,Place found,35,-93
33367,Lafayette county,Place found,33.27,-93.6
33367,Garland City,Place found,33.35,-93.7
33367,Garland City,Place found,37.45,-105.33
33367,Southeast,Cultural Area,,
33367,Joe Russell Place,Place found,,
33368,Southeast,Cultural Area,,
33369,Illinois,Place found,40,-89
33369,Calhoun,Place found,39.17,-90.65
33369,Northeast,Cultural Area,,
33370,Northeast,Cultural Area,,
33371,Arkansas,Place found,35,-93
33371,Yell,Place found,35,-93.42
33371,Southeast,Cultural Area,,
33372,Southeast,Cultural Area,,
33373,Mississippi,Place found,35.77,-90.5
33373,Southeast,Cultural Area,,
33373,Saint Francis River Basin,Place found,,
33374,Ohio,Place found,40,-80.83
33374,Defiance,Place found,41.33,-84.45
33374,Northeast,Cultural Area,,
33376,Ohio,Place found,40,-80.83
33376,Scioto,Place found,38.8,-82.98
33376,Northeast,Cultural Area,,
33377,Ouachita River,Place found,34.68,-94.32
33377,Red River,Place found,34.57,-99.95
33377,Arkansas,Place found,35,-93
33377,Hempstead,Place found,33.72,-93.67
33377,Alaska,Place found,65,-153
33377,Southeast,Cultural Area,,
33378,Tennessee,Place found,35.5,-85
33378,Hamilton,Place found,35.2,-85.15
33378,Southeast,Cultural Area,,
33380,Southwest,Cultural Area,,
33381,Tennessee,Place found,35.5,-85
33381,Southeast,Cultural Area,,
33382,Tennessee,Place found,35.5,-85
33382,Morgan,Place found,36.13,-84.63
33382,Southeast,Cultural Area,,
33383,Georgia,Place found,32,-84
33383,Southeast,Cultural Area,,
33386,Southwest,Cultural Area,,
33387,Southwest,Cultural Area,,
33388,Southwest,Cultural Area,,
33389,Southwest,Cultural Area,,
33390,Saint Lawrence Island,Place found,63.5,-170.43
33390,Arctic,Cultural Area,,
33392,Southwest,Cultural Area,,
33393,Saint Lawrence Island,Place found,63.5,-170.43
33393,Arctic,Cultural Area,,
33395,Diomede Islands,Place found,65.8,-169
33395,Arctic,Cultural Area,,
33396,Alaska,Place found,65,-153
33396,Nome,Place found,64.5,-165.4
33396,Arctic,Cultural Area,,
33397,Alaska,Place found,65,-153
33397,Nome,Place found,64.5,-165.4
33397,Arctic,Cultural Area,,
33400,Cape Prince of Wales,Place found,65.58,-168.83
33400,Arctic,Cultural Area,,
33401,Saint Lawrence Island,Place found,63.5,-170.43
33401,Arctic,Cultural Area,,
33402,Saint Lawrence Island,Place found,63.5,-170.43
33402,Arctic,Cultural Area,,
33403,Saint Lawrence Island,Place found,63.5,-170.43
33403,Arctic,Cultural Area,,
33404,Saint Lawrence Island,Place found,63.5,-170.43
33404,Arctic,Cultural Area,,
33405,Saint Lawrence Island,Place found,63.5,-170.43
33405,Arctic,Cultural Area,,
33406,Saint Lawrence Island,Place found,63.5,-170.43
33406,Arctic,Cultural Area,,
33407,Arctic,Cultural Area,,
33408,Cape Prince of Wales,Place found,65.58,-168.83
33408,Arctic,Cultural Area,,
33409,Saint Lawrence Island,Place found,63.5,-170.43
33409,Arctic,Cultural Area,,
33410,Saint Lawrence Island,Place found,63.5,-170.43
33410,Arctic,Cultural Area,,
33411,Saint Lawrence Island,Place found,63.5,-170.43
33411,Arctic,Cultural Area,,
33412,Cape Prince of Wales,Place found,65.58,-168.83
33412,Arctic,Cultural Area,,
33413,Saint Lawrence Island,Place found,63.5,-170.43
33413,Arctic,Cultural Area,,
33414,Saint Lawrence Island,Place found,63.5,-170.43
33414,Arctic,Cultural Area,,
33416,Alaska,Place found,65,-153
33416,St. Michael,Place found,63.47,-162.33
33416,Arctic,Cultural Area,,
33417,Arctic,Cultural Area,,
33418,Alaska,Place found,65,-153
33418,Saint Michael,Place found,63.47,-162.33
33418,Arctic,Cultural Area,,
33419,Alaska,Place found,65,-153
33419,Saint Michael,Place found,63.47,-162.33
33419,Arctic,Cultural Area,,
33420,Alaska,Place found,65,-153
33420,Saint Lawrence Island,Place found,63.5,-170.43
33420,Arctic,Cultural Area,,
33421,United States of America,Place found,38,-98
33421,Alaska,Place found,65,-153
33421,Nome,Place found,64.5,-165.4
33421,Nome,Place found,64.5,-165.4
33421,Arctic,Cultural Area,,
33422,Alaska,Place found,65,-153
33422,Saint Michael,Place found,63.47,-162.33
33422,Arctic,Cultural Area,,
33423,Alaska,Place found,65,-153
