,ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
5515,33595,M̩xico,Place found,23,-102
5519,33597,M̩xico,Place found,23,-102
5521,33598,M̩xico,Place found,23,-102
5523,33599,M̩xico,Place found,23,-102
5529,33601,M̩xico,Place found,23,-102
5531,33602,M̩xico,Place found,23,-102
5533,33603,M̩xico,Place found,23,-102
5540,33605,M̩xico,Place found,23,-102
5542,33606,M̩xico,Place found,23,-102
5544,33607,M̩xico,Place found,23,-102
5546,33608,M̩xico,Place found,23,-102
5547,33609,M̩xico,Place found,23,-102
5549,33610,M̩xico,Place found,23,-102
5551,33611,M̩xico,Place found,23,-102
5557,33613,M̩xico,Place found,23,-102
5559,33614,M̩xico,Place found,23,-102
5561,33615,M̩xico,Place found,23,-102
5563,33616,M̩xico,Place found,23,-102
5565,33617,M̩xico,Place found,23,-102
5567,33618,M̩xico,Place found,23,-102
5569,33619,M̩xico,Place found,23,-102
5571,33620,M̩xico,Place found,23,-102
5573,33621,M̩xico,Place found,23,-102
5575,33622,M̩xico,Place found,23,-102
5577,33623,M̩xico,Place found,23,-102
5579,33624,M̩xico,Place found,23,-102
5581,33625,M̩xico,Place found,23,-102
5582,33627,M̩xico,Place found,23,-102
5583,33628,M̩xico,Place found,23,-102
5584,33631,M̩xico,Place found,23,-102
5585,33633,M̩xico,Place found,23,-102
5586,33634,M̩xico,Place found,23,-102
5587,33635,M̩xico,Place found,23,-102
5588,33636,M̩xico,Place found,23,-102
5589,33637,M̩xico,Place found,23,-102
5590,33638,M̩xico,Place found,23,-102
5591,33639,M̩xico,Place found,23,-102
5592,33640,M̩xico,Place found,23,-102
5593,33641,M̩xico,Place found,23,-102
5594,33642,M̩xico,Place found,23,-102
5595,33643,M̩xico,Place found,23,-102
5596,33644,M̩xico,Place found,23,-102
5599,33645,M̩xico,Place found,23,-102
5602,33646,M̩xico,Place found,23,-102
5604,33647,M̩xico,Place found,23,-102
5606,33648,M̩xico,Place found,23,-102
5608,33649,M̩xico,Place found,23,-102
5610,33650,M̩xico,Place found,23,-102
5612,33651,M̩xico,Place found,23,-102
5614,33652,M̩xico,Place found,23,-102
5617,33653,M̩xico,Place found,23,-102
5619,33654,M̩xico,Place found,23,-102
5621,33655,M̩xico,Place found,23,-102
5623,33656,M̩xico,Place found,23,-102
5625,33657,M̩xico,Place found,23,-102
5627,33658,M̩xico,Place found,23,-102
5629,33659,M̩xico,Place found,23,-102
5632,33660,M̩xico,Place found,23,-102
5634,33661,M̩xico,Place found,23,-102
5636,33662,M̩xico,Place found,23,-102
5639,33663,M̩xico,Place found,23,-102
5641,33664,M̩xico,Place found,23,-102
5643,33665,M̩xico,Place found,23,-102
5645,33666,M̩xico,Place found,23,-102
5647,33667,M̩xico,Place found,23,-102
5649,33668,M̩xico,Place found,23,-102
5651,33669,M̩xico,Place found,23,-102
5653,33670,M̩xico,Place found,23,-102
5655,33671,M̩xico,Place found,23,-102
5657,33672,M̩xico,Place found,23,-102
5659,33673,M̩xico,Place found,23,-102
5661,33674,M̩xico,Place found,23,-102
5663,33675,M̩xico,Place found,23,-102
5664,33676,M̩xico,Place found,23,-102
5667,33678,M̩xico,Place found,23,-102
5668,33680,M̩xico,Place found,23,-102
5670,33681,M̩xico,Place found,23,-102
5672,33685,M̩xico,Place found,23,-102
5674,33686,M̩xico,Place found,23,-102
5676,33687,M̩xico,Place found,23,-102
5678,33688,M̩xico,Place found,23,-102
5680,33689,M̩xico,Place found,23,-102
5682,33690,M̩xico,Place found,23,-102
5684,33691,M̩xico,Place found,23,-102
5686,33692,M̩xico,Place found,23,-102
5688,33693,M̩xico,Place found,23,-102
5690,33694,Mexico,Place found,23,-102
5693,33695,M̩xico,Place found,23,-102
5695,33696,M̩xico,Place found,23,-102
5697,33697,M̩xico,Place found,23,-102
5699,33698,M̩xico,Place found,23,-102
5701,33699,M̩xico,Place found,23,-102
5703,33700,M̩xico,Place found,23,-102
5705,33701,M̩xico,Place found,23,-102
5707,33702,M̩xico,Place found,23,-102
5709,33703,M̩xico,Place found,23,-102
5711,33704,M̩xico,Place found,23,-102
5713,33705,M̩xico,Place found,23,-102
5715,33706,M̩xico,Place found,23,-102
5717,33707,M̩xico,Place found,23,-102
5719,33708,M̩xico,Place found,23,-102
5721,33709,M̩xico,Place found,23,-102
5723,33710,M̩xico,Place found,23,-102
5725,33711,M̩xico,Place found,23,-102
5729,33713,M̩xico,Place found,23,-102
5731,33714,M̩xico,Place found,23,-102
5733,33715,M̩xico,Place found,23,-102
5735,33716,M̩xico,Place found,23,-102
5737,33717,M̩xico,Place found,23,-102
5739,33718,M̩xico,Place found,23,-102
5741,33719,M̩xico,Place found,23,-102
5743,33720,M̩xico,Place found,23,-102
5745,33721,Mexico,Place found,23,-102
5747,33722,M̩xico,Place found,23,-102
5748,33723,M̩xico,Place found,23,-102
5750,33724,M̩xico,Place found,23,-102
5753,33725,M̩xico,Place found,23,-102
5755,33726,M̩xico,Place found,23,-102
5757,33728,M̩xico,Place found,23,-102
5758,33729,Mexico,Place found,23,-102
5761,33731,M̩xico,Place found,23,-102
5762,33732,M̩xico,Place found,23,-102
5763,33733,M̩xico,Place found,23,-102
5765,33737,M̩xico,Place found,23,-102
5767,33739,M̩xico,Place found,23,-102
5769,33741,M̩xico,Place found,23,-102
5772,33742,M̩xico,Place found,23,-102
5773,33743,M̩xico,Place found,23,-102
5774,33744,M̩xico,Place found,23,-102
5775,33745,M̩xico,Place found,23,-102
5777,33746,M̩xico,Place found,23,-102
5778,33747,M̩xico,Place found,23,-102
5780,33748,M̩xico,Place found,23,-102
5781,33749,M̩xico,Place found,23,-102
5783,33750,M̩xico,Place found,23,-102
5785,33751,M̩xico,Place found,23,-102
5786,33752,M̩xico,Place found,23,-102
5787,33753,M̩xico,Place found,23,-102
5788,33754,M̩xico,Place found,23,-102
5789,33755,M̩xico,Place found,23,-102
5790,33756,M̩xico,Place found,23,-102
5791,33757,M̩xico,Place found,23,-102
5792,33758,M̩xico,Place found,23,-102
5793,33759,M̩xico,Place found,23,-102
5796,33760,M̩xico,Place found,23,-102
5799,33761,M̩xico,Place found,23,-102
5801,33762,M̩xico,Place found,23,-102
5803,33763,M̩xico,Place found,23,-102
5807,33764,M̩xico,Place found,23,-102
5810,33765,M̩xico,Place found,23,-102
5812,33766,M̩xico,Place found,23,-102
5814,33767,M̩xico,Place found,23,-102
5818,33768,M̩xico,Place found,23,-102
5820,33769,M̩xico,Place found,23,-102
5822,33770,M̩xico,Place found,23,-102
5825,33771,M̩xico,Place found,23,-102
5827,33772,M̩xico,Place found,23,-102
5829,33773,M̩xico,Place found,23,-102
5831,33774,M̩xico,Place found,23,-102
5833,33775,M̩xico,Place found,23,-102
5837,33777,M̩xico,Place found,23,-102
5839,33778,M̩xico,Place found,23,-102
5841,33779,M̩xico,Place found,23,-102
5844,33780,M̩xico,Place found,23,-102
5846,33787,M̩xico,Place found,23,-102
5848,33789,M̩xico,Place found,23,-102
5850,33790,M̩xico,Place found,23,-102
5852,33792,M̩xico,Place found,23,-102
5854,33793,M̩xico,Place found,23,-102
5856,33794,M̩xico,Place found,23,-102
5858,33795,M̩xico,Place found,23,-102
5860,33796,M̩xico,Place found,23,-102
5862,33797,M̩xico,Place found,23,-102
5864,33798,M̩xico,Place found,23,-102
5868,33799,M̩xico,Place found,23,-102
5871,33800,M̩xico,Place found,23,-102
5873,33801,M̩xico,Place found,23,-102
5875,33802,M̩xico,Place found,23,-102
5877,33803,M̩xico,Place found,23,-102
5879,33804,M̩xico,Place found,23,-102
5882,33805,M̩xico,Place found,23,-102
5884,33806,M̩xico,Place found,23,-102
5887,33807,M̩xico,Place found,23,-102
5889,33808,M̩xico,Place found,23,-102
5891,33810,M̩xico,Place found,23,-102
5893,33811,M̩xico,Place found,23,-102
5896,33813,M̩xico,Place found,23,-102
5898,33814,M̩xico,Place found,23,-102
5900,33815,M̩xico,Place found,23,-102
5902,33817,M̩xico,Place found,23,-102
5904,33818,M̩xico,Place found,23,-102
5906,33820,M̩xico,Place found,23,-102
5908,33821,M̩xico,Place found,23,-102
5910,33822,M̩xico,Place found,23,-102
5913,33823,M̩xico,Place found,23,-102
6144,33942,M̩xico,Place found,23,-102
6146,33943,M̩xico,Place found,23,-102
6148,33944,M̩xico,Place found,23,-102
6150,33945,M̩xico,Place found,23,-102
6152,33946,M̩xico,Place found,23,-102
6154,33947,M̩xico,Place found,23,-102
6156,33948,M̩xico,Place found,23,-102
6158,33949,M̩xico,Place found,23,-102
6160,33950,M̩xico,Place found,23,-102
6163,33951,M̩xico,Place found,23,-102
6165,33952,M̩xico,Place found,23,-102
6168,33953,M̩xico,Place found,23,-102
6171,33954,M̩xico,Place found,23,-102
6173,33955,M̩xico,Place found,23,-102
6176,33956,M̩xico,Place found,23,-102
6179,33957,M̩xico,Place found,23,-102
6181,33958,M̩xico,Place found,23,-102
6183,33959,M̩xico,Place found,23,-102
6186,33962,Mexico,Place found,23,-102
6189,33964,M̩xico,Place found,23,-102
6193,33965,M̩xico,Place found,23,-102
6198,33967,M̩xico,Place found,23,-102
6202,33968,M̩xico,Place found,23,-102
6206,33969,M̩xico,Place found,23,-102
6208,33970,M̩xico,Place found,23,-102
6218,33979,M̩xico,Place found,23,-102
6224,33982,M̩xico,Place found,23,-102
6229,33985,M̩xico,Place found,23,-102
6231,33986,M̩xico,Place found,23,-102
6233,33987,M̩xico,Place found,23,-102
6235,33988,M̩xico,Place found,23,-102
6237,33989,M̩xico,Place found,23,-102
6239,33990,M̩xico,Place found,23,-102
6241,33991,M̩xico,Place found,23,-102
6243,33992,M̩xico,Place found,23,-102
6245,33993,M̩xico,Place found,23,-102
6247,33994,M̩xico,Place found,23,-102
6248,33995,M̩xico,Place found,23,-102
6250,33996,M̩xico,Place found,23,-102
6252,33997,M̩xico,Place found,23,-102
6254,33998,M̩xico,Place found,23,-102
6256,33999,M̩xico,Place found,23,-102
6258,34000,M̩xico,Place found,23,-102
6260,34001,M̩xico,Place found,23,-102
6262,34002,M̩xico,Place found,23,-102
6266,34004,M̩xico,Place found,23,-102
6267,34005,M̩xico,Place found,23,-102
6270,34007,M̩xico,Place found,23,-102
6271,34008,M̩xico,Place found,23,-102
6272,34009,M̩xico,Place found,23,-102
6275,34011,M̩xico,Place found,23,-102
6276,34012,M̩xico,Place found,23,-102
6277,34013,M̩xico,Place found,23,-102
6279,34014,M̩xico,Place found,23,-102
6281,34015,M̩xico,Place found,23,-102
6282,34017,M̩xico,Place found,23,-102
6284,34019,M̩xico,Place found,23,-102
6285,34020,M̩xico,Place found,23,-102
6287,34021,M̩xico,Place found,23,-102
6290,34023,Mexico,Place found,23,-102
6292,34024,M̩xico,Place found,23,-102
6294,34025,M̩xico,Place found,23,-102
6296,34026,M̩xico,Place found,23,-102
6297,34027,M̩xico,Place found,23,-102
6299,34028,M̩xico,Place found,23,-102
6301,34029,M̩xico,Place found,23,-102
6304,34030,M̩xico,Place found,23,-102
6307,34031,M̩xico,Place found,23,-102
6310,34032,M̩xico,Place found,23,-102
6313,34033,M̩xico,Place found,23,-102
6315,34034,M̩xico,Place found,23,-102
6318,34035,M̩xico,Place found,23,-102
6321,34036,M̩xico,Place found,23,-102
6325,34037,M̩xico,Place found,23,-102
6327,34038,M̩xico,Place found,23,-102
6329,34039,M̩xico,Place found,23,-102
6331,34040,M̩xico,Place found,23,-102
6333,34041,M̩xico,Place found,23,-102
6335,34042,M̩xico,Place found,23,-102
6337,34043,M̩xico,Place found,23,-102
6339,34044,M̩xico,Place found,23,-102
6341,34045,M̩xico,Place found,23,-102
6345,34047,M̩xico,Place found,23,-102
6347,34048,M̩xico,Place found,23,-102
6349,34049,M̩xico,Place found,23,-102
6351,34050,M̩xico,Place found,23,-102
6353,34051,M̩xico,Place found,23,-102
6355,34052,M̩xico,Place found,23,-102
6357,34054,M̩xico,Place found,23,-102
6359,34055,M̩xico,Place found,23,-102
6361,34056,M̩xico,Place found,23,-102
6363,34058,M̩xico,Place found,23,-102
6365,34059,M̩xico,Place found,23,-102
6368,34061,M̩xico,Place found,23,-102
6369,34062,M̩xico,Place found,23,-102
6370,34063,M̩xico,Place found,23,-102
6371,34064,M̩xico,Place found,23,-102
6372,34065,M̩xico,Place found,23,-102
6373,34066,M̩xico,Place found,23,-102
6374,34067,M̩xico,Place found,23,-102
6375,34068,M̩xico,Place found,23,-102
6376,34069,M̩xico,Place found,23,-102
6377,34070,M̩xico,Place found,23,-102
6379,34071,M̩xico,Place found,23,-102
6380,34072,M̩xico,Place found,23,-102
6381,34073,M̩xico,Place found,23,-102
6382,34074,M̩xico,Place found,23,-102
6383,34075,M̩xico,Place found,23,-102
6384,34076,M̩xico,Place found,23,-102
6386,34077,M̩xico,Place found,23,-102
6387,34078,M̩xico,Place found,23,-102
6388,34079,M̩xico,Place found,23,-102
6390,34080,M̩xico,Place found,23,-102
6391,34081,M̩xico,Place found,23,-102
6393,34082,M̩xico,Place found,23,-102
6394,34083,M̩xico,Place found,23,-102
6395,34084,M̩xico,Place found,23,-102
6396,34085,M̩xico,Place found,23,-102
6397,34086,M̩xico,Place found,23,-102
6398,34087,M̩xico,Place found,23,-102
6400,34088,M̩xico,Place found,23,-102
6402,34089,M̩xico,Place found,23,-102
6404,34090,M̩xico,Place found,23,-102
6406,34091,M̩xico,Place found,23,-102
6408,34092,M̩xico,Place found,23,-102
6410,34093,M̩xico,Place found,23,-102
6411,34094,M̩xico,Place found,23,-102
6412,34095,M̩xico,Place found,23,-102
6414,34096,Mexico,Place found,23,-102
6417,34097,M̩xico,Place found,23,-102
6419,34098,M̩xico,Place found,23,-102
6421,34099,M̩xico,Place found,23,-102
6422,34100,M̩xico,Place found,23,-102
6423,34101,M̩xico,Place found,23,-102
6424,34102,M̩xico,Place found,23,-102
6426,34103,M̩xico,Place found,23,-102
6427,34104,M̩xico,Place found,23,-102
6428,34105,M̩xico,Place found,23,-102
6429,34106,M̩xico,Place found,23,-102
6431,34107,M̩xico,Place found,23,-102
6433,34108,M̩xico,Place found,23,-102
6436,34109,M̩xico,Place found,23,-102
6439,34110,M̩xico,Place found,23,-102
6440,34111,M̩xico,Place found,23,-102
6444,34113,M̩xico,Place found,23,-102
6446,34114,M̩xico,Place found,23,-102
6448,34115,M̩xico,Place found,23,-102
6449,34118,M̩xico,Place found,23,-102
6451,34119,M̩xico,Place found,23,-102
6453,34120,M̩xico,Place found,23,-102
6455,34123,M̩xico,Place found,23,-102
6457,34124,M̩xico,Place found,23,-102
6459,34125,M̩xico,Place found,23,-102
6461,34126,M̩xico,Place found,23,-102
6463,34127,M̩xico,Place found,23,-102
6465,34128,M̩xico,Place found,23,-102
6467,34129,M̩xico,Place found,23,-102
6469,34130,M̩xico,Place found,23,-102
6471,34131,M̩xico,Place found,23,-102
6473,34132,M̩xico,Place found,23,-102
6475,34133,M̩xico,Place found,23,-102
6476,34134,M̩xico,Place found,23,-102
6478,34135,M̩xico,Place found,23,-102
6480,34138,M̩xico,Place found,23,-102
6482,34139,M̩xico,Place found,23,-102
6484,34140,M̩xico,Place found,23,-102
6486,34141,M̩xico,Place found,23,-102
6488,34142,M̩xico,Place found,23,-102
6490,34143,M̩xico,Place found,23,-102
6492,34144,M̩xico,Place found,23,-102
6494,34145,M̩xico,Place found,23,-102
6496,34146,M̩xico,Place found,23,-102
6499,34147,M̩xico,Place found,23,-102
6501,34148,M̩xico,Place found,23,-102
6503,34149,M̩xico,Place found,23,-102
6505,34150,M̩xico,Place found,23,-102
6507,34151,M̩xico,Place found,23,-102
6509,34152,M̩xico,Place found,23,-102
6512,34154,M̩xico,Place found,23,-102
6517,34156,M̩xico,Place found,23,-102
6518,34159,M̩xico,Place found,23,-102
6523,34161,Mexico,Place found,23,-102
6525,34162,M̩xico,Place found,23,-102
6527,34163,M̩xico,Place found,23,-102
6529,34164,M̩xico,Place found,23,-102
6531,34165,M̩xico,Place found,23,-102
6532,34166,M̩xico,Place found,23,-102
6534,34167,M̩xico,Place found,23,-102
6536,34168,M̩xico,Place found,23,-102
6537,34169,M̩xico,Place found,23,-102
6538,34170,M̩xico,Place found,23,-102
6540,34171,M̩xico,Place found,23,-102
6541,34172,M̩xico,Place found,23,-102
6542,34173,M̩xico,Place found,23,-102
6543,34174,M̩xico,Place found,23,-102
6544,34175,M̩xico,Place found,23,-102
6545,34176,M̩xico,Place found,23,-102
6546,34177,M̩xico,Place found,23,-102
6547,34178,M̩xico,Place found,23,-102
6548,34179,M̩xico,Place found,23,-102
6549,34180,M̩xico,Place found,23,-102
6550,34181,M̩xico,Place found,23,-102
6553,34183,M̩xico,Place found,23,-102
6575,34205,M̩xico,Place found,23,-102
6746,34338,M̩xico,Place found,23,-102
6749,34340,M̩xico,Place found,23,-102
6752,34341,M̩xico,Place found,23,-102
6871,34433,M̩xico,Place found,23,-102
6872,34434,M̩xico,Place found,23,-102
6876,34435,M̩xico,Place found,23,-102
6879,34437,M̩xico,Place found,23,-102
6880,34438,M̩xico,Place found,23,-102
6881,34439,M̩xico,Place found,23,-102
6884,34440,M̩xico,Place found,23,-102
6887,34441,M̩xico,Place found,23,-102
6889,34442,M̩xico,Place found,23,-102
6891,34443,M̩xico,Place found,23,-102
6896,34445,M̩xico,Place found,23,-102
6898,34446,M̩xico,Place found,23,-102
6901,34447,M̩xico,Place found,23,-102
6903,34448,M̩xico,Place found,23,-102
6905,34450,M̩xico,Place found,23,-102
6907,34451,M̩xico,Place found,23,-102
6910,34456,M̩xico,Place found,23,-102
6913,34457,M̩xico,Place found,23,-102
6914,34458,M̩xico,Place found,23,-102
6916,34459,M̩xico,Place found,23,-102
6917,34460,M̩xico,Place found,23,-102
6919,34461,M̩xico,Place found,23,-102
6921,34462,M̩xico,Place found,23,-102
6949,34483,Mexico,Place found,23,-102
6990,36563,M̩xico,Place found,23,-102
6992,36564,M̩xico,Place found,23,-102
6994,36578,M̩xico,Place found,23,-102
8034,49224,Austin,Place Made,29.88,-96.32
3658,32345,Texas,Place found,30,-100
3865,32484,Texas,Place found,30,-100
8019,46012,Texas,Place Made,30,-100
536,30571,Louisiana,Place found,31,-92
2982,31953,Louisiana,Place found,31,-92
2984,31954,Louisiana,Place found,31,-92
2986,31955,Louisiana,Place found,31,-92
2988,31956,Louisiana,Place found,31,-92
2990,31957,Louisiana,Place found,31,-92
2992,31958,Louisiana,Place found,31,-92
2994,31959,Louisiana,Place found,31,-92
2996,31960,Louisiana,Place found,31,-92
2998,31961,Louisiana,Place found,31,-92
3000,31962,Louisiana,Place found,31,-92
3003,31963,Louisiana,Place found,31,-92
3005,31964,Louisiana,Place found,31,-92
3007,31965,Louisiana,Place found,31,-92
3009,31966,Louisiana,Place found,31,-92
3011,31967,Louisiana,Place found,31,-92
3013,31968,Louisiana,Place found,31,-92
3015,31969,Louisiana,Place found,31,-92
3017,31970,Louisiana,Place found,31,-92
3019,31971,Louisiana,Place found,31,-92
3021,31972,Louisiana,Place found,31,-92
3023,31973,Louisiana,Place found,31,-92
3025,31974,Louisiana,Place found,31,-92
3027,31975,Louisiana,Place found,31,-92
3029,31976,Louisiana,Place found,31,-92
3031,31977,Louisiana,Place found,31,-92
3033,31978,Louisiana,Place found,31,-92
3035,31979,Louisiana,Place found,31,-92
3037,31980,Louisiana,Place found,31,-92
3039,31981,Louisiana,Place found,31,-92
3041,31982,Louisiana,Place found,31,-92
3043,31983,Louisiana,Place found,31,-92
3045,31984,Louisiana,Place found,31,-92
3047,31985,Louisiana,Place found,31,-92
3049,31986,Louisiana,Place found,31,-92
3051,31987,Louisiana,Place found,31,-92
3670,32367,Louisiana,Place found,31,-92
3674,32368,Louisiana,Place found,31,-92
3678,32369,Louisiana,Place found,31,-92
3682,32370,Louisiana,Place found,31,-92
3686,32371,Louisiana,Place found,31,-92
3690,32372,Louisiana,Place found,31,-92
3694,32373,Louisiana,Place found,31,-92
3698,32374,Louisiana,Place found,31,-92
3702,32375,Louisiana,Place found,31,-92
3706,32376,Louisiana,Place found,31,-92
3710,32377,Louisiana,Place found,31,-92
3714,32378,Louisiana,Place found,31,-92
3718,32379,Louisiana,Place found,31,-92
3722,32380,Louisiana,Place found,31,-92
3726,32381,Louisiana,Place found,31,-92
3730,32382,Louisiana,Place found,31,-92
3740,32384,Louisiana,Place found,31,-92
3744,32385,Louisiana,Place found,31,-92
3748,32386,Louisiana,Place found,31,-92
3752,32387,Louisiana,Place found,31,-92
3756,32388,Louisiana,Place found,31,-92
3760,32389,Louisiana,Place found,31,-92
3764,32390,Louisiana,Place found,31,-92
3768,32391,Louisiana,Place found,31,-92
3885,32495,Louisiana,Place found,31,-92
4149,32632,Louisiana,Place found,31,-92
4185,32648,Louisiana,Place found,31,-92
4190,32650,Louisiana,Place found,31,-92
7824,38513,Calgary,Place Made,31.62,-94.12
289,30399,Georgia,Place found,32,-84
3782,32397,Georgia,Place found,32,-84
5186,33383,Georgia,Place found,32,-84
5517,33596,Georgia,Place found,32,-84
8032,49114,Cooper Road,Place Made,32.53,-93.8
7300,37378,San Diego,Place Made,32.7,-117.15
7899,38740,San Diego,Place Made,32.7,-117.15
7389,37516,Fort Worth,Place Made,32.72,-97.32
7391,37518,Fort Worth,Place Made,32.72,-97.32
7445,37599,Pacific Beach,Place Made,32.78,-117.23
7128,37084,La Jolla,Place Made,32.83,-117.27
7694,38217,La Jolla,Place Made,32.83,-117.27
7696,38219,La Jolla,Place Made,32.83,-117.27
7843,38552,La Jolla,Place Made,32.83,-117.27
3734,32383,Bayou Macon,Place found,33.32,-91.32
4178,32645,Bayou Macon,Place found,33.32,-91.32
7136,37093,Phoenix,Place Made,33.43,-112.66
7887,38706,Phoenix,Place Made,33.43,-112.66
7979,44693,Phoenix,Place Made,33.43,-112.66
7980,44712,Phoenix,Place Made,33.43,-112.66
8029,48990,Phoenix,Place Made,33.43,-112.66
7592,38007,Scottsdale,Place Made,33.5,-111.88
214,30363,Leflore county,Place found,33.52,-90.22
220,30364,Leflore county,Place found,33.52,-90.22
226,30366,Leflore county,Place found,33.52,-90.22
232,30375,Leflore county,Place found,33.52,-90.22
248,30382,Leflore county,Place found,33.52,-90.22
259,30387,Leflore county,Place found,33.52,-90.22
269,30389,Leflore county,Place found,33.52,-90.22
4933,33277,Leflore,Place found,33.52,-90.22
4938,33279,Leflore county,Place found,33.52,-90.22
4944,33280,Leflore county,Place found,33.52,-90.22
4971,33307,Leflore county,Place found,33.52,-90.22
4977,33308,Leflore county,Place found,33.52,-90.22
4983,33310,Leflore county,Place found,33.52,-90.22
4989,33311,Leflore county,Place found,33.52,-90.22
4997,33314,Leflore county,Place found,33.52,-90.22
5003,33315,Leflore county,Place found,33.52,-90.22
5011,33318,Leflore county,Place found,33.52,-90.22
5017,33319,Leflore county,Place found,33.52,-90.22
5024,33321,Leflore county,Place found,33.52,-90.22
5030,33322,Leflore county,Place found,33.52,-90.22
5038,33325,Leflore county,Place found,33.52,-90.22
5044,33328,Leflore county,Place found,33.52,-90.22
5050,33329,Leflore county,Place found,33.52,-90.22
