ObjGeographyID,ObjectID,GeoCode,PrimaryDisplay,Continent,SubContinent,Country,Region,State,City,County,SubRegion,River,Locus,Locale,Excavation,Latitude,Longitude,GeoNames,SysTimeStamp
41407,56081,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKc=
41408,56082,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKg=
41409,56083,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKk=
41410,56084,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKo=
41411,56085,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKs=
41412,56086,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKw=
41413,56087,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbK0=
41414,56088,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbK4=
41415,56089,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbK8=
41416,56090,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLA=
41417,56091,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLE=
41418,56092,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLI=
41419,56093,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLM=
41420,56094,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLQ=
41421,56095,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLU=
41422,56096,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLY=
41423,56097,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLc=
41424,56098,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLg=
41425,56099,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLk=
41426,56100,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLo=
41427,56101,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLs=
41428,56102,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbLw=
41429,56103,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbL0=
41430,56104,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbL4=
41431,56105,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbL8=
41432,56106,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMA=
41433,56107,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbME=
41434,56108,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMI=
41435,56109,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMM=
41436,56110,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMQ=
41437,56111,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMU=
41438,56112,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMY=
41439,56113,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMc=
41440,56114,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMg=
41441,56115,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMk=
41442,56116,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMo=
41443,56117,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMs=
41444,56118,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbMw=
41398,56119,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbM0=
41445,56120,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbM4=
41446,56121,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbM8=
41447,56122,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbNA=
41448,56123,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbNE=
41449,56124,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbNI=
41450,56125,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbNM=
41451,56126,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbNQ=
41452,56127,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbNU=
